Datetime,q_open,q_high,q_low,q_close,q_adj_close,q_volume
2020-04-24 09:30:00-04:00,172.0500030517578,172.7375030517578,170.7100067138672,171.64999389648438,171.64999389648438,6108809
2020-04-24 10:30:00-04:00,171.64999389648438,172.21499633789062,171.0,171.52999877929688,171.52999877929688,2921624
2020-04-24 11:30:00-04:00,171.52999877929688,172.74000549316406,171.19000244140625,172.63999938964844,172.63999938964844,2840571
2020-04-24 12:30:00-04:00,172.639892578125,173.6699981689453,172.0399932861328,172.3000030517578,172.3000030517578,5781793
2020-04-24 13:30:00-04:00,172.3000030517578,173.3845977783203,172.1199951171875,172.86500549316406,172.86500549316406,3101517
2020-04-24 14:30:00-04:00,172.875,173.55999755859375,172.74000549316406,173.52000427246094,173.52000427246094,3618851
2020-04-24 15:30:00-04:00,173.52999877929688,174.55999755859375,173.39999389648438,174.5399932861328,174.5399932861328,4759360
