AAPL,WMT,IBM,MU,BA,AXP
98.21358489990234,55.49629211425781,112.82196044921875,14.329999923706055,125.03923034667969,62.817626953125
95.7524185180664,56.81462097167969,112.73897552490234,14.819999694824219,125.54651641845703,61.851078033447266
93.87858581542969,57.38349914550781,112.17466735839844,14.220000267028809,123.55300903320312,60.13349533081055
89.91647338867188,58.719879150390625,110.25763702392578,13.65999984741211,118.37342834472656,59.59208679199219
90.39190673828125,57.37446594238281,109.23689270019531,13.329999923706055,115.68577575683594,59.396053314208984
91.8555679321289,57.988487243652344,110.5646743774414,12.529999732971191,115.88158416748047,59.788108825683594
93.18870544433594,57.44670104980469,110.29081726074219,12.720000267028809,117.40338134765625,60.11481857299805
90.79279327392578,55.911651611328125,108.8551254272461,12.0600004196167,114.02153015136719,58.667964935302734
92.77849578857422,56.941043853759766,110.29913330078125,12.020000457763672,114.98269653320312,59.07868957519531
90.5504150390625,55.920692443847656,107.9090576171875,11.079999923706055,111.80554962158203,58.72397232055664
90.11225128173828,56.48957061767578,106.31570434570312,10.800000190734863,112.18821716308594,58.47193145751953
90.23343658447266,54.93645477294922,101.12896728515625,10.050000190734863,108.6996078491211,58.835975646972656
89.77662658691406,55.87554931640625,102.0003433227539,10.850000381469727,109.82095336914062,58.47193145751953
94.54981231689453,56.6069450378418,101.66010284423828,11.069999694824219,110.89778900146484,51.39630889892578
92.70393371582031,57.29320526123047,101.31153106689453,10.479999542236328,110.36381530761719,51.35895919799805
93.21665954589844,57.789825439453125,101.73477935791016,10.550000190734863,113.92364501953125,51.424312591552734
87.09172821044922,57.74468994140625,100.382080078125,10.390000343322754,103.75141143798828,50.89223861694336
87.7163314819336,57.988487243652344,101.427734375,9.890000343322754,105.02407836914062,49.361366271972656
90.74617767333984,59.92083740234375,103.56050872802734,11.029999732971191,106.9107666015625,49.94011306762695
89.8978271484375,60.95021438598633,103.59370422363281,10.960000038146973,108.18342590332031,51.06025695800781
88.07992553710938,60.3723258972168,102.02525329589844,10.59000015258789,104.58797454833984,50.08946228027344
89.8232421875,59.83955764770508,103.50242614746094,10.760000228881836,108.45930480957031,50.509517669677734
90.54499053955078,59.97500991821289,105.9339599609375,11.229999542236328,110.00784301757812,50.76155090332031
88.12669372558594,60.49873733520508,106.69745635986328,11.0,109.07337951660156,50.3881721496582
89.05465698242188,60.408424377441406,106.45433044433594,10.170000076293945,106.32339477539062,48.91330337524414
89.03590393066406,59.424190521240234,104.01471710205078,9.979999542236328,105.79833984375,49.12799835205078
88.36102294921875,59.40614318847656,100.76190185546875,9.899999618530273,104.51390838623047,48.810630798339844
87.82674407958984,58.98174285888672,98.80014038085938,9.6899995803833,97.40022277832031,47.70914077758789
88.09857177734375,59.75830841064453,101.47449493408203,10.020000457763672,97.57086944580078,49.156002044677734
90.58246612548828,59.505470275878906,102.89969635009766,10.8100004196167,101.13670349121094,49.64140319824219
91.96971130371094,59.695091247558594,105.7165756225586,11.430000305175781,104.4959487915039,50.042789459228516
90.22628784179688,57.898189544677734,111.04012298583984,11.489999771118164,105.60072326660156,50.54685974121094
90.02007293701172,58.38579177856445,111.56829071044922,11.15999984741211,103.43609619140625,51.06959915161133
90.80741119384766,59.26166534423828,112.14676666259766,11.050000190734863,105.43904876708984,51.92838668823242
88.75467681884766,60.029170989990234,110.99821472167969,10.489999771118164,104.9989242553711,51.44297790527344
90.07630920410156,60.60708236694336,111.33354949951172,10.640000343322754,103.82230377197266,51.00424575805664
