,date_time,q_open,q_high,q_low,q_close,q_adj_close,q_volume
0,2020-04-27 00:00:00+01:00,74.45700073242188,74.50789642333984,74.45700073242188,74.50469970703125,74.50469970703125,0
1,2020-04-27 00:15:00+01:00,74.49960327148438,74.63379669189453,74.43699645996094,74.63379669189453,74.63379669189453,0
2,2020-04-27 00:30:00+01:00,74.6333999633789,74.63390350341797,74.27670288085938,74.63379669189453,74.63379669189453,0
3,2020-04-27 00:45:00+01:00,74.36830139160156,74.46900177001953,74.26860046386719,74.27670288085938,74.27670288085938,0
4,2020-04-27 01:00:00+01:00,74.36900329589844,74.45140075683594,74.27670288085938,74.33799743652344,74.33799743652344,0
5,2020-04-27 01:15:00+01:00,74.33899688720703,74.56490325927734,74.33899688720703,74.5342025756836,74.5342025756836,0
6,2020-04-27 01:30:00+01:00,74.38899993896484,74.5342025756836,74.38899993896484,74.5342025756836,74.5342025756836,0
7,2020-04-27 01:45:00+01:00,74.38899993896484,74.58170318603516,74.22799682617188,74.5302963256836,74.5302963256836,0
8,2020-04-27 02:00:00+01:00,74.54139709472656,74.65299987792969,74.3270034790039,74.6510009765625,74.6510009765625,0
9,2020-04-27 02:15:00+01:00,74.6488037109375,74.66239929199219,74.4530029296875,74.66079711914062,74.66079711914062,0
10,2020-04-27 02:30:00+01:00,74.52200317382812,74.7479019165039,74.45700073242188,74.58499908447266,74.58499908447266,0
11,2020-04-27 02:45:00+01:00,74.70989990234375,74.75910186767578,74.56400299072266,74.71279907226562,74.71279907226562,0
12,2020-04-27 03:00:00+01:00,74.71520233154297,74.77110290527344,74.61299896240234,74.61499786376953,74.61499786376953,0
13,2020-04-27 03:15:00+01:00,74.71070098876953,74.76219940185547,74.47799682617188,74.70390319824219,74.70390319824219,0
14,2020-04-27 03:30:00+01:00,74.53800201416016,74.714599609375,74.40370178222656,74.44889831542969,74.44889831542969,0
15,2020-04-27 03:45:00+01:00,74.44409942626953,74.69960021972656,74.2509994506836,74.56069946289062,74.56069946289062,0
